category,date,description,name,picture,price
Getränke,2022-03-22,"Je 10 x 0,2-l-PackungVersch. Sorten:
	Wunderbar fruchtigPerfekt zum Mitnehmen in die Schule oder ins BüroIdeales Pausengetränk","
                        rio d'oro Fruchtsaftgetränk 10 x 0,2 l
                    ",https://s7g10.scene7.com/is/image/aldi/202110260070,"
				€ 1,39
			"
Getränke,2022-03-22,"Mit Noten von Kirsche, Himbeere und Kräutern überzeugt dieser Schwarzriesling in der Nase.Am Gaumen präsentiert er sich saftig mit einer feinen Süße und wunderbar dezenten Tanninen.Weinstil: Rotwein stillTrinktemperatur: 16 – 18 °CGeschmack: lieblichAnbaugebiet: WürttembergHerkunft: Deutschland","
                        COLLECTION WÜRTTEMBERG Schwarzriesling Qualitätswein QbA 1l
                    ",https://s7g10.scene7.com/is/image/aldi/202009080485,"
				€ 3,79
			"
Getränke,2022-03-22,Dieser Wein überzeugt mit seinem feinfruchtigen Charakter und wunderbarer Balance. Ein fantastischer Begleiter zu feinen Fischgerichten oder zu kalten Vorspeisen.Weinstil: Weißwein stillTrinktemperatur: 9 – 11 °CGeschmack: trockenAnbaugebiet: FrankenHerkunft: DeutschlandRebsorte: Silvaner,"
                        Franken Silvaner Kabinett 0,75l
                    ",https://s7g10.scene7.com/is/image/aldi/202104210012,"
				€ 3,99
			"
Getränke,2022-03-22,"Den Duft prägen Aromen von Mirabellen und Zitrusnoten, am Gaumen zeigt er einen ausgewogenen Geschmack mit einer feinen Säure.Er passt hervorragend zu hellem Fleisch, Fischen und Meeresfrüchten sowie zu elsässischer Küche.Weinstil: Weißwein stillTrinktemperatur: 9 – 11 °CGeschmack: trockenAnbaugebiet: ElsassHerkunft: Frankreich","
                        Riesling Vin d'Alsace AOP 0,75l
                    ",https://s7g10.scene7.com/is/image/aldi/202104210005,"
				€ 3,99
			"
Getränke,2022-03-22,"Mit ihren sonnigen, steil zum Neckar abfallenden Weinbergen zählt die Weinregion Stuttgart zur Spitzenklasse der Württemberger Weinlagen.Milde Jahrestemperaturen begünstigen den Weinbau und bringen Weine höchster Qualität hervor, wie auch diesen feinfruchtig-eleganten und kraftvollen Trollinger.Weinstil: Rotwein stillTrinktemperatur: 16 – 18 °CGeschmack: trockenAnbaugebiet: WürttembergHerkunft: Deutschland","
                        Trollinger Württemberg QbA aus der Lage Stuttgarter Weinsteige 0,75l
                    ",https://s7g10.scene7.com/is/image/aldi/202008270119,"
				€ 3,99
			"
Drogerie & Kosmetik,2022-03-22,"Je 300-ml-PackungVersch. Sorten:
	","
                        KÜR Anti-Schuppen-Shampoo 300 ml
                    ",https://s7g10.scene7.com/is/image/aldi/202112160438,"
				€ 0,95
			"
Getränke,2022-03-22,,"
                        Hacker-Pschorr Münchner Hell 0,5l
                    ",https://s7g10.scene7.com/is/image/aldi/202008270102,"
				€ 0,89
			"
Getränke,2022-03-22,"Südlich von Madrid erstreckt sich die Hochebene Castilla-La Mancha.In dieser größten Weinbauregion Spaniens entstehen auf steinigen Böden reintönige, sortentypische Weine.Gut gekühlt ist dieser Sauvignon Blanc ideale Aperitif-Wein.Nach Anbruch ist der Wein bis zu 4 Wochen haltbar.Weinstil: Weißwein stillTrinktemperatur: 9 – 11 °CGeschmack: trocken","
                        Sauvignon Blanc Spanien 3l
                    ",https://s7g10.scene7.com/is/image/aldi/202009030077-1,"
				€ 4,99
			"
Getränke,2022-03-22,"Je 0,75-l-FlascheRebsorte: CuvéeGeschmacksrichtung: Trocken89 Falstaff Punkte Tasting 2021Ein exklusiver Zusammenschluss von WinzernDer neue Jahrgang ist da! Sorgfältig selektionierte Trauben verleihen sommerlich-frische Aromen von Honigmelone, Litchi, Mirabelle und Pfirsich.","
                        HEIMLESE 2020 Cuvée weiß QbA, Rheinhessen 0,75 l
                    ",https://s7g10.scene7.com/is/image/aldi/202112100324,"
				€ 3,99
			"
Drogerie & Kosmetik,2022-03-22,"Je 200-ml-DoseMit 24-Std.-WirkungVersch. Sorten:
	","
                        OMBIA Deo-Spray Damen 200 ml
                    ",https://s7g10.scene7.com/is/image/aldi/202105210028,"
				€ 0,80
			"
Drogerie & Kosmetik,2022-03-22,"Je 500-ml-FlascheVersch. Sorten:
	Hygienische Pflege für Zähne und ZahnfleischSorgt für frischen AtemMit Dosierhilfe","
                        eurodont Mundspülung 500 ml
                    ",https://s7g10.scene7.com/is/image/aldi/202102100040,"
				€ 0,75
			"
Drogerie & Kosmetik,2022-03-22,"Je 500-ml-FlascheLACURA: Bestes für jeden Hauttyp. Wertvolle Inhaltsstoffe liefern intensive Feuchtigkeit und Schutz vor Umwelteinflüssen für einen strahlenden TeintVersch. Sorten:
	","
                        LACURA Körpermilch oder -lotion 500 ml
                    ",https://s7g10.scene7.com/is/image/aldi/202202220471,"
				€ 0,95
			"
Drogerie & Kosmetik,2022-03-22,Je 500-ml-FlascheVeganRezeptur ohne Mikroplastik²OMBIA MED: Unsere Marken für milde Reinigung und reichhaltige Pflege für Gesicht und Körper. Abgestimmt auf die Bedürfnisse deiner Haut,"
                        OMBIA MED Waschlotion 500 ml
                    ",https://s7g10.scene7.com/is/image/aldi/202009200207,"
				€ 0,89
			"
Getränke,2022-03-22,,"
                        Pfungstädter Natur Radler 0,5l
                    ",https://s7g10.scene7.com/is/image/aldi/202008270104,"
				€ 0,79
			"
Drogerie & Kosmetik,2022-03-22,"Je 300-ml-FlascheVersch. Sorten:
	","
                        OMBIA MED Körperlotion Urea 300 ml
                    ",https://s7g10.scene7.com/is/image/aldi/202112210091,"
				€ 3,99
			"
Getränke,2022-03-22,Je 200-ml-Dose,"
                        RAVINI Secco rosato 200 ml
                    ",https://s7g10.scene7.com/is/image/aldi/202202010049,"
				€ 0,69
			"
Drogerie & Kosmetik,2022-03-22,Mit Jojoba-Öl und Vitamin EBesondere Feuchtigkeitsformel für belebende FrischeZieht schnell einMacht die Haut weich und geschmeidig200-ml-Dose,"
                        Nivea Soft Erfrischende Feuchtigkeitscreme 200ml
                    ",https://s7g10.scene7.com/is/image/aldi/202008210706,"
				€ 2,95
			"
Drogerie & Kosmetik,2022-03-22,"Je 30-g-PackungNahrungsergänzungsmittel mit Magnesium und Vitamin EMit Süßungsmittel20 SticksVITALIS: unsere Marke für die effektive Hausapotheke, z. B. zur Prophylaxe oder zur ersten Behandlung von kleinen Blessuren. Ideal für unterwegs und auf Reisen","
                        VITALIS® Magnesium-Sticks 30 g
                    ",https://s7g10.scene7.com/is/image/aldi/202112220054,"
				€ 0,99
			"
Getränke,2022-03-22,"Je 0,75-l-FlascheRebsorte: NebbioloGeschmacksrichtung: TrockenHerkunft: Piemont, Italien","
                        Barolo DOCG 0,75 l
                    ",https://s7g10.scene7.com/is/image/aldi/202112100314,"
				€ 8,99
			"
Drogerie & Kosmetik,2022-03-22,"Mit hautverwandtem EuceritFür jeden Hauttypen, jedes Alter und jede GelegenheitCremige Textur und einzigartiger, charakteristischer Duft250-ml-Dose","
                        Nivea Creme 250ml
                    ",https://s7g10.scene7.com/is/image/aldi/202008210710,"
				€ 2,95
			"
Getränke,2022-03-22,Erleben Sie spanisches Temperament in der praktischen 3-Liter-Bag-in-Box.Mit diesem trockenen Rotwein aus der beliebten Traubensorte Syrah sind Sie bestens gerüstet für die nächste Party.Fruchtbetont und vollmundig im AbgangNach Anbruch ist der Wein bis zu 4 Wochen haltbar.Weinstil: Rotwein stillTrinktemperatur: 16 – 18 °CGeschmack: trocken,"
                        Bag-in-Box Syrah IGP trocken 3l
                    ",https://s7g10.scene7.com/is/image/aldi/202009030076-1,"
				€ 4,99
			"
Getränke,2022-03-22,Je 200-ml-Dose,"
                        RAVINI Secco bianco 200 ml
                    ",https://s7g10.scene7.com/is/image/aldi/202202010048,"
				€ 0,69
			"
Drogerie & Kosmetik,2022-03-22,Je 50-ml-Flasche,"
                        ELDENA Handcreme/Konzentrat 50 ml
                    ",https://s7g10.scene7.com/is/image/aldi/202112080014-1,"
				€ 1,99
			"
Drogerie & Kosmetik,2022-03-22,"Je 50-ml-TubeCreme oder KonzentratRezeptur ohne MikroplastikVersch. Sorten:
	","
                        OMBIA Handcreme 50 ml
                    ",https://s7g10.scene7.com/is/image/aldi/202112160461,"
				€ 0,69
			"
Drogerie & Kosmetik,2022-03-22,"Je 400-ml-PackungVersch. Sorten:
	","
                        Schauma Shampoo 400 ml
                    ",https://s7g10.scene7.com/is/image/aldi/202203090054,"
				€ 1,95
			"
Getränke,2022-03-22,,"
                        Mönchshof Hell 0,5l
                    ",https://s7g10.scene7.com/is/image/aldi/202009030091,"
				€ 0,89
			"
Getränke,2022-03-22,"Weinstil: Weißwein stillTrinktemperatur: 9 – 11 °CGeschmack: halbtrockenAnbaugebiet: FrankenHerkunft: DeutschlandRebsorte: BacchusDer Wein passt gut zu folgenden Speisen:
	","
                        Franken Bacchus Kabinett 0,75l
                    ",https://s7g10.scene7.com/is/image/aldi/202104210017,"
				€ 3,99
			"
Getränke,2022-03-22,"Je 0,5-l-Dose","
                        Spaten Helles 0,5l
                    ",https://s7g10.scene7.com/is/image/aldi/202009030089-1,"
				€ 0,79
			"
Getränke,2022-03-22,"Hergestellt wird er aus weißen und roten Trauben.Weinstil: Roséwein stillTrinktemperatur: 8 – 10 °CGeschmack: halbtrockenAnbaugebiet: FrankenHerkunft: DeutschlandDer Wein passt gut zu folgenden Speisen
	","
                        Franken Rotling QbA 1l
                    ",https://s7g10.scene7.com/is/image/aldi/202104210020,"
				€ 3,49
			"
Getränke,2022-03-22,,"
                        Grevensteiner Original 0,5 l
                    ",https://s7g10.scene7.com/is/image/aldi/202008270071,"
				€ 0,99
			"
Getränke,2022-03-22,"Je 0,5-l-Dose","
                        Kulmbacher Edelherb Pils 0,5 l
                    ",https://s7g10.scene7.com/is/image/aldi/202008270067,"
				€ 0,79
			"
Getränke,2022-03-22,"Je 0,7-l-FlascheTypisch im Schwarzwald40 % vol.Versch. Sorten:
	","
                        MITTERHOF Schwarzwälder Edelobstbrand 0,7 l
                    ",https://s7g10.scene7.com/is/image/aldi/202110010288,"
				€ 9,99
			"
Drogerie & Kosmetik,2022-03-22,"Je 300-ml-DoseVersch. Sorten:
	","
                        OMBIA MEN Rasierschaum 300 ml
                    ",https://s7g10.scene7.com/is/image/aldi/202112160436,"
				€ 0,85
			"
Getränke,2022-03-22,"Je 0,75-l-FlascheEin Schaumwein darf nur Champagner genannt werden, wenn er aus der französischen Weinbauregion Champagne stammt und die hohen Qualitätsanforderungen erfülltDas elegante Prickeln verdankt der erstklassige Champagner der traditionellen Gärung in der FlascheGewonnen aus Pinot noir, Pinot Meunier, ChardonnayZu feierlichen Anlässen, als Aperitif und zu MeeresfrüchtenEin Tropfen für besondere AnlässeWeinstil: Schaumwein","
                        VEUVE MONSIGNY Champagner AC Brut 0,75 l
                    ",https://s7g10.scene7.com/is/image/aldi/202104270003,"
				€ 12,99
			"
Getränke,2022-03-22,"Je 0,75-l-FlascheAus Italien","
                        Bio-Pinot Grigio delle Venezie DOC 0,75 l
                    ",https://s7g10.scene7.com/is/image/aldi/202105110006,"
				€ 2,99
			"
Getränke,2022-03-22,,"
                        BURGENTALER Korn 0,7 l
                    ",https://s7g10.scene7.com/is/image/aldi/202009080456,"
				€ 4,49
			"
Getränke,2022-03-22,,"
                        Jever Fun 0,5l
                    ",https://s7g10.scene7.com/is/image/aldi/202009030090-1,"
				€ 0,79
			"
Getränke,2022-03-22,"Aromatisch und fruchtbetontWeinstil: Weißwein stillTrinktemperatur: 16 – 18 °CAnbaugebiet: ElsassRebsorte: GewürztraminerDer Wein passt gut zu folgenden Speisen:
	0,75-l-Flasche","
                        Exquisite Collection Gewürztraminer Vin d'Alsace AOP 0,75l
                    ",https://s7g10.scene7.com/is/image/aldi/202008270066,"
				€ 4,99
			"
Drogerie & Kosmetik,2022-03-22,Je 100-ml-FlascheRezeptur ohne Mikroplastik,"
                        OMBIA MEN Aftershave 100 ml
                    ",https://s7g10.scene7.com/is/image/aldi/202203070180,"
				€ 2,35
			"
Getränke,2022-03-22,"Je 0,33-l-Dose10 % vol.","
                        Silverstone Rum & Cola 0,33 l
                    ",https://s7g10.scene7.com/is/image/aldi/202104270005,"
				€ 1,49
			"
Getränke,2022-03-22,"Je 0,5-l-Dose","
                        Hachenburger Pils Büx 0,5 l
                    ",https://s7g10.scene7.com/is/image/aldi/202105110007,"
				€ 0,99
			"
Getränke,2022-03-22,"Je 0,33-l-Dose10 % vol.","
                        Statesman Whisky & Cola 0,33 l
                    ",https://s7g10.scene7.com/is/image/aldi/202104210030,"
				€ 1,49
			"
Getränke,2022-03-22,"Je 0,75-l-FlascheVersch. Sorten:
	","
                        rio d’oro® Saft-Limo 0,75 l
                    ",https://s7g10.scene7.com/is/image/aldi/202105120098,"
				€ 0,49
			"
Getränke,2022-03-22,"Je 0,5-l-DoseBier + Cola + X","
                        Karlsberg Mixery 0,5 l
                    ",https://s7g10.scene7.com/is/image/aldi/202104210031,"
				€ 0,89
			"
Getränke,2022-03-22,"Je 0,75-l-FlascheRebsorte Trebbiano di Lugana","
                        Ca del Mare Lugana DOC 0,75 l
                    ",https://s7g10.scene7.com/is/image/aldi/202101280083,"
				€ 6,99
			"
Getränke,2022-03-22,"Je 0,75-l-FlascheMit Waldbeerengeschmack","
                        Lil Rose Wild Berry 0,75 l
                    ",https://s7g10.scene7.com/is/image/aldi/202202080073,"
				€ 1,29
			"
Getränke,2022-03-22,"Je 0,33-l-Dose","
                        Karlsberg Brauermalz 0,33 l
                    ",https://s7g10.scene7.com/is/image/aldi/202104210032,"
				€ 0,59
			"
Getränke,2022-03-22,"Je 0,75-l-FlascheAromatischer und vollmundiger Rotwein aus dem Familienbetrieb PerrinSeit fünf Generationen bringt die Familie Perrin all ihre Leidenschaft und Erfahrung ein, um Weine wie die von La Ferme Julien herzustellenGAMBERO ROSSO Vini d'Italia89 Punkte im falstaff Tasting 2021","
                        2020 La Ferme Julien rouge 0,75 l
                    ",https://s7g10.scene7.com/is/image/aldi/202202010056,"
				€ 4,99
			"
Getränke,2022-03-22,Je 1-l-FlascheFlasche aus 100 % RezyklatNaturbelassenZertifizerte Bio-QualitätFlasche aus vollständig reyceltem PET8000 Jahre alt100 % rein,"
                        rieser Urwasser 1 l
                    ",https://s7g10.scene7.com/is/image/aldi/202105110011,"
				€ 0,59
			"
Getränke,2022-03-22,"Je 0,5-l-Dose","
                        PAULANER Hefe-Weißbier 0,5 l
                    ",https://s7g10.scene7.com/is/image/aldi/202104210040,"
				€ 0,89
			"
Getränke,2022-03-22,"Je 0,75-l-FlascheHarmonischer Rotwein cuvéeIdealer EssendbegleiterWeich am Gaumen88+ Punkte im falstaff Tasting 2021","
                        2020 Handwerk QbA 0,75 l
                    ",https://s7g10.scene7.com/is/image/aldi/202202010014,"
				€ 3,99
			"
Getränke,2022-03-22,"Je 0,75-l-Flasche","
                        Bad Dürrheimer Natürliches Mineralwasser 0,75 l
                    ",https://s7g10.scene7.com/is/image/aldi/202106150130,"
				€ 0,59
			"
Getränke,2022-03-22,"Je 500-ml-DoseVersch. Sorten:
	","
                        STRONG FORCE Energy Drink Xtreme Sour 500 ml
                    ",https://s7g10.scene7.com/is/image/aldi/202202150337,"
				€ 0,59
			"
Getränke,2022-03-22,"Je 1,25-l-FlascheErfrischungsgetränkVersch. Sorten:
	","
                        Fanta® Zero 1,25 l
                    ",https://s7g10.scene7.com/is/image/aldi/202110010188,"
				€ 1,25
			"
Getränke,2022-03-22,"Je 0,75-l-FlaschefeinherbAnbaugebiet: Rheinhessen oder Pfalz","
                        Gewürztraminer Rhh/Pfalz QbA 0,75 l
                    ",https://s7g10.scene7.com/is/image/aldi/202101270190,"
				€ 2,49
			"
Getränke,2022-03-22,"Je 0,5-l-Dose","
                        SCHULTENBRÄU Helles 0,5 l
                    ",https://s7g10.scene7.com/is/image/aldi/202110260006,"
				€ 0,39
			"
Getränke,2022-03-22,"Je 0,75-l-Flasche","
                        STUMPF MARTIN 2019 Frankenjungs Silvaner QbA 0,75 l
                    ",https://s7g10.scene7.com/is/image/aldi/202202150262-1,"
				€ 5,99
			"
Getränke,2022-03-22,"Je 0,75-l-FlascheRebsorte: CuvéeGeschmacksrichtung: FruchtigHerkunft: Bardolino, Italien","
                        2020 COMIS Bardolino Chiaretto 0,75 l
                    ",https://s7g10.scene7.com/is/image/aldi/202109290053,"
				€ 4,99
			"
Getränke,2022-03-22,"Je 0,75-l-FlascheAb 18 JahrenUrsprungsland: Portugal","
                        BELLMAN Tawny Port Portwein 0,75 l
                    ",https://s7g10.scene7.com/is/image/aldi/202110260015,"
				€ 5,99
			"
Getränke,2022-03-22,"Je 0,75-l-FlascheAus der bekannten Weinbauregion Rhône in Frankreich","
                        La Ferme Julien Blanc 0,75 l
                    ",https://s7g10.scene7.com/is/image/aldi/202110260020,"
				€ 4,99
			"
Getränke,2022-03-22,"Je 0,7-l-FlascheAlkoholgehalt: 40 % vol.Ab 18 Jahren","
                        BLACKSTONE Whisky Blend 0,7 l
                    ",https://s7g10.scene7.com/is/image/aldi/202110260018,"
				€ 12,99
			"
Getränke,2022-03-22,"Je 0,5-l-FlascheAb 18 JahrenPur genießen oder sanft aufwärmen (max. 50 Grad) und in ein hitzefestes Glas oder eine Tasse gießenMit Sahnehaube und Kakaopulver verfeinernAlternative: Einen Schuss heißen Bombardino in den Espresso geben, Sahnehäubchen, fertigAufbewahrungshinweis für den Konsumenten: Vor Licht, direkter Sonneneinstrahlung, Hitze und Frost schützen","
                        Bombardino Likör 0,5 l
                    ",https://s7g10.scene7.com/is/image/aldi/202201060025,"
				€ 4,99
			"
Getränke,2022-03-22,"Je 0,7-l-FlascheSüß-bitterer Geschmack nach Bitterorange, Enzian, Kräutern und RhabarberGenieße Sie Apice Alkoholfrei auf Eis oder mit SodaAlkoholfrei","
                        Aperitivo Apice alkoholfrei 0,7 l
                    ",https://s7g10.scene7.com/is/image/aldi/202110260012,"
				€ 2,49
			"
Getränke,2022-03-22,"Je 0,5-l-DoseAb 16 Jahren","
                        PAULANER Münchener Helles 500 ml
                    ",https://s7g10.scene7.com/is/image/aldi/202110250048,"
				€ 0,79
			"
Getränke,2022-03-22,"Je 0,7-l-FlascheAb 18 Jahren40 % vol.Genießen Sie den Liqueur d'Orange gekühlt pur oder auf Eis. Auch zur Verfeinerung von Eiscreme oder Süßspeisen","
                        Liqueur d´Orange Triple Sec 0,7 l
                    ",https://s7g10.scene7.com/is/image/aldi/202110260009,"
				€ 7,99
			"
Getränke,2022-03-22,"Je 0,5-l-DoseAb 16 Jahren7 % vol.","
                        SCHULTENBRÄU Winterbock 0,5 l
                    ",https://s7g10.scene7.com/is/image/aldi/202110260014,"
				€ 0,49
			"
Getränke,2022-03-22,Je 700-ml-FlascheAb 18 Jahren,"
                        SPEYMHOR Malt Scotch 700 ml
                    ",https://s7g10.scene7.com/is/image/aldi/202110250051,"
				€ 14,99
			"
Getränke,2022-03-22,"Je 1,5-l-FlascheVersch. Sorten:
	","
                        Westminster Eistee 1,5 l
                    ",https://s7g10.scene7.com/is/image/aldi/202101270078,"
				€ 0,49
			"
Getränke,2022-03-22,"Je 6 x 0,5-l-Flasche = 3-l-Packung","
                        KARLSKRONE Premium Pilsener, 6er-Packung 3 l
                    ",https://s7g10.scene7.com/is/image/aldi/202201310592,"
				€ 1,79
			"
Getränke,2022-03-22,"Je 0,7-l-FlascheAlkoholgehalt: 17 % vol.Ab 18 Jahren","
                        FLIMM Waldmeister 0,7 l
                    ",https://s7g10.scene7.com/is/image/aldi/202107120009,"
				€ 5,99
			"
Getränke,2022-03-22,"Je 0,5-l-Dose","
                        SCHULTENBRÄU Premium Pilsener 0,5 l
                    ",https://s7g10.scene7.com/is/image/aldi/202202010015,"
				€ 0,29
			"
Getränke,2022-03-22,"Je 0,75-l-FlascheMit seiner menschenleeren Natur, fantastischen Landschaften und unverbrauchten Böden verfügt Neuseeland über idealeDie kühlen Temperaturen des berühmten Anbaugebietes Marlborough lassen die komplexe Fruchtaromatik der anspruchsvollen Sauvignon Blanc Traube in vollem Umfang entfaltenWeinstil: Weißwein stillTrinktemperatur: 9 – 11 °CGeschmack: trockenAnbaugebiet: Marlborough","
                        KIWI TRAIL Sauvignon Blanc Neuseeland 0,75 l
                    ",https://s7g10.scene7.com/is/image/aldi/202011180045,"
				€ 4,49
			"
Getränke,2022-03-22,Je 500-ml-Flasche15 % vol.,"
                        Holunderblütenlinkör 500 ml
                    ",https://s7g10.scene7.com/is/image/aldi/202110260023,"
				€ 3,99
			"
Getränke,2022-03-22,"Je 0,5-l-DoseLeicht malzig mit einer angenehm leichten HefeblumeAusgewogen mildes und süffiges Trinkerlebnis","
                        Hacker-Pschorr Natur Radler 0,5 l
                    ",https://s7g10.scene7.com/is/image/aldi/202110260011,"
				€ 0,89
			"
Getränke,2022-03-22,"Je 1,5-l- FlascheKoffeinhaltiges Erfrischungsgetränk","
                        River Cola Classic 1,5 l
                    ",https://s7g10.scene7.com/is/image/aldi/202202090118,"
				€ 0,45
			"
Getränke,2022-03-22,Je 500-ml-DoseAus 50 % spritzigem Binding Export sowie 50 % natürlich trüber ZitronenlimonadeAb 16 Jahre,"
                        BINDING RÖMER PILS Radler 500 ml
                    ",https://s7g10.scene7.com/is/image/aldi/202107120000,"
				€ 0,69
			"
Getränke,2022-03-22,"Je 6 x 0,5-l-Flasche = 3-l-Packung","
                        KARLSKRONE Gold Bier, 6er-Packung 3 l
                    ",https://s7g10.scene7.com/is/image/aldi/202201310593,"
				€ 1,79
			"
Getränke,2022-03-22,Dieser trockene Weißwein aus Rheinhessen/Pfalz wird aus der Trendrebsorte Grauer Burgunder hergestellt.Er besticht durch seinen fruchtigen und aromatischen Geschmack.Weinstil: Weißwein stillTrinktemperatur: 9 – 11 °CGeschmack: trockenAnbaugebiet: Rheinhessen/PfalzHerkunft: Deutschland,"
                        Grauer Burgunder QbA Rhh./Pfalz 0,75l
                    ",https://s7g10.scene7.com/is/image/aldi/202104270014,"
				€ 2,79
			"
Getränke,2022-03-22,"Je 6 x 0,5-l-FlascheVersch. Sorten:
	","
                        Ensinger Sport Mineralwasser 3 l
                    ",https://s7g10.scene7.com/is/image/aldi/202106150126,"
				€ 2,49
			"
Getränke,2022-03-22,"Je 0,7-l-FlascheDas Beste aus 20 wertvollen Kräutern, Wurzeln, Gewürzen und Zitrusfrüchten zu einem typisch bayrischen Kräuterlikör vereintAromatischer und angenehm milder GeschmackAuch als Zutat für kreative Cocktails gut geeignetAlkoholgehalt: 35,0 % Vol.Ab 18 Jahren","
                        MÜMMELMANN Jagdbitter Kräuterlikör 0,7 l
                    ",https://s7g10.scene7.com/is/image/aldi/202008210788,"
				€ 4,99
			"
Getränke,2022-03-22,"Je 0,5-l-DoseAlkoholfrei","
                        SCHULTENBRÄU Weißbier, alkoholfrei 0,5 l
                    ",https://s7g10.scene7.com/is/image/aldi/202107150041,"
				€ 0,39
			"
Getränke,2022-03-22,"Je 5-Liter-PartyfassAb 16 JahrenSpritzig und fruchtig mit der typischen obergärigen NoteNaturtrüber Biergenuss wird mit feiner Hefe nach Kapuziner Brautradition und streng nach dem deutschen Reinheitsgebot gebraut5,4 % vol.","
                        KAPUZINER Weißbier Fass 5 l
                    ",https://s7g10.scene7.com/is/image/aldi/202110260026,"
				€ 8,49
			"
Drogerie & Kosmetik,2022-03-22,"Je 300-ml-FlascheFür HerrenVersch. Sorten:
	","
                        OMBIA MEN 2-in-1 oder 3-in-1 Duschgel 300 ml
                    ",https://s7g10.scene7.com/is/image/aldi/202112160444,"
				€ 0,65
			"
Getränke,2022-03-22,Je 700-ml-FlascheAlkoholgehalt: 30 %Ab 18 Jahren,"
                        RHEINDAHLENER Eisenbahner 700 ml
                    ",https://s7g10.scene7.com/is/image/aldi/202107120014,"
				€ 8,49
			"
Drogerie & Kosmetik,2022-03-22,"Je 300-ml-FlascheMit speziellem Feuchtigkeits-Pflege-KomplexRezeptur ohne Mikroplastik²VeganOMBIA: Unsere Marken für milde Reinigung und reichhaltige Pflege für Gesicht und Körper. Abgestimmt auf die Bedürfnisse deiner HautVersch. Sorten:
	","
                        OMBIA Duschgel 300 ml
                    ",https://s7g10.scene7.com/is/image/aldi/202202220474,"
				€ 0,65
			"
Drogerie & Kosmetik,2022-03-22,Je SetFür Damen,"
                        OMBIA Rasiersystem
                    ",https://s7g10.scene7.com/is/image/aldi/202104200215,"
				€ 4,49
			"
Drogerie & Kosmetik,2022-03-22,"Je 15-ml-SpenderFür alle HauttypenVersch. Sorten
	","
                        LACURA Augenpflege 15 ml
                    ",https://s7g10.scene7.com/is/image/aldi/202202220490,"
				€ 2,25
			"
Drogerie & Kosmetik,2022-03-22,Je Set Für Damen,"
                        OMBIA Rasierklingen
                    ",https://s7g10.scene7.com/is/image/aldi/202104200216,"
				€ 4,49
			"
Drogerie & Kosmetik,2022-03-22,"Je 300-ml-FlascheVersch. Sorten:
	Hoher Anteil an natürlichen Pflegeölen","
                        OMBIA MED Duschöl 300 ml
                    ",https://s7g10.scene7.com/is/image/aldi/202012280052,"
				€ 1,79
			"
Drogerie & Kosmetik,2022-03-22,"Je Packung2 x 50 Tücher pro PackungExtra dickVersch. Sorten:
	","
                        kokett® Feuchtes Toilettenpapier deluxe
                    ",https://s7g10.scene7.com/is/image/aldi/202103230137,"
				€ 1,79
			"
Getränke,2022-03-22,"Je 0,5-l-DoseAb 16 JahrenMild, malzaromatisch und genauso erfrischendDas ausgewogene Flavour verdankt das Warsteiner Brewers Gold einem ganz besonderem Hopfen - dem Brewers Gold","
                        WARSTEINER Brewers Gold 0,5 l
                    ",https://s7g10.scene7.com/is/image/aldi/202110260016,"
				€ 0,79
			"
Drogerie & Kosmetik,2022-03-22,"Je 2er-PackungVersch. Sorten:
	Je 2 x 70 Tücher","
                        kokett® Feuchtes Toilettenpapier
                    ",https://s7g10.scene7.com/is/image/aldi/202102120043,"
				€ 1,25
			"
Drogerie & Kosmetik,2022-03-22,"Je 100-ml-TubeVersch. Sorten:
	","
                        OMBIA Handcreme 100 ml
                    ",https://s7g10.scene7.com/is/image/aldi/202107060028,"
				€ 0,69
			"
Drogerie & Kosmetik,2022-03-22,"Je 20er-PackungNahrungsergänzungsmittel mit Vitamin C und teils MagnesiumVITALIS: unsere Marke für die effektive Hausapotheke, z. B. zur Prophylaxe oder zur ersten Behandlung von kleinen Blessuren. Ideal für unterwegs und auf ReisenSpitzwegerich Hustensaft V:
	Versch. Sorten:
	","
                        VITALIS® Heißgetränk, 20er-Packung
                    ",https://s7g10.scene7.com/is/image/aldi/202112220042,"
				€ 1,29
			"
Drogerie & Kosmetik,2022-03-22,"Je 15er-PackungBeseitigen 99,99 % der Bakterien, spezielle Viren und PilzeParfüm- und farbstofffreiBiozidprodukte vorsichtig verwenden, vor Gebrauch stets Kennzeichnung und Produktinformationen lesen","
                        OPTIWISCH Desinfektionstücher 15er-Packung
                    ",https://s7g10.scene7.com/is/image/aldi/202202150369,"
				€ 0,49
			"
Drogerie & Kosmetik,2022-03-22,"Je 50-ml-FlascheHandhygiene ohne WasserBiozidprodukte vorsichtig verwenden, vor Gebrauch stets Kennzeichnung und Produktinformationen lesen.","
                        OMBIA MED Desinfektionshandgel 50 ml
                    ",https://s7g10.scene7.com/is/image/aldi/202011120057,"
				€ 0,85
			"
Drogerie & Kosmetik,2022-03-22,"Je 250-ml-FlascheVersch. Sorten:
	","
                        NIVEA Pflegedusche 250 ml
                    ",https://s7g10.scene7.com/is/image/aldi/202009200105,"
				€ 1,55
			"
Drogerie & Kosmetik,2022-03-22,Je Box90 Blatt3-lagig,"
                        kokett® Kosmetiktücher
                    ",https://s7g10.scene7.com/is/image/aldi/202102030041,"
				€ 0,59
			"
