description,name,price
"Je 300-ml-FlascheRezeptur ohne Mikroplastik²VeganOMBIA: Unsere Marken für milde Reinigung und reichhaltige Pflege für Gesicht und Körper. Abgestimmt auf die Bedürfnisse deiner HautVersch. Sorten:
	","
                        OMBIA Duschcreme 300 ml
                    ","
				€ 0,65
			"
Je 360-g-Packung,"
                        ASIA GREEN GARDEN Mini Samosas 360 g
                    ","
				€ 1,79
			"
Je 10er-PackungMedizinproduktMit Nasenbügel und Ohrenschlaufen3-lagigOP-Masken gemäß EN 14683:2019+AC:2019 Typ IIRCE-zertifiziertVliesstoff,"
                        VITALIS® Medizinische Einweg-Gesichtsmaske, 10er-Packung
                    ","
				€ 1,99
			"
Je 250-ml-FlascheRezeptur ohne Mikroplastik²VeganLACURA: Bestes für jeden Hauttyp. Wertvolle Inhaltsstoffe liefern intensive Feuchtigkeit und Schutz vor Umwelteinflüssen für einen strahlenden Teint,"
                        LACURA Gesichtsreinigung 250 ml
                    ","
				€ 0,95
			"
"Je 400-ml-PackungVersch. Sorten:
	","
                        Schauma Shampoo 400 ml
                    ","
				€ 1,95
			"
"Je 300-ml-FlascheVersch. Sorten:
	","
                        KÜR Shampoo Klassik 300 ml
                    ","
				€ 0,75
			"
"Je 300-ml-FlascheMit speziellem Feuchtigkeits-Pflege-KomplexRezeptur ohne Mikroplastik²VeganOMBIA: Unsere Marken für milde Reinigung und reichhaltige Pflege für Gesicht und Körper. Abgestimmt auf die Bedürfnisse deiner HautVersch. Sorten:
	","
                        OMBIA Duschgel 300 ml
                    ","
				€ 0,65
			"
Je 200-ml-TubeRezeptur ohne Mikroplastik²VeganWaschgel reinigt die Haut sanft und verleiht ein frisches und sauberes HautgefühlWaschpeeling entfernt abgestorbene Hautschüppchen und überschüssiges HautfettLACURA: Bestes für jeden Hauttyp. Wertvolle Inhaltsstoffe liefern intensive Feuchtigkeit und Schutz vor Umwelteinflüssen für einen strahlenden Teint,"
                        LACURA Gesichtsreinigung 200 ml
                    ","
				€ 1,25
			"
Je 750-ml-Packung,"
                        OMBIA Flüssigseife Nachfüllpack 750 ml
                    ","
				€ 0,75
			"
"Je 50-ml-TubeCreme oder KonzentratRezeptur ohne MikroplastikVersch. Sorten:
	","
                        OMBIA Handcreme 50 ml
                    ","
				€ 0,69
			"
Je 150-ml-TubeMit 10 % UreaFür trockene HautZieht schnell einRezeptur ohne Mikroplastik²VeganOMBIA MED: Unsere Marken für milde Reinigung und reichhaltige Pflege für Gesicht und Körper. Abgestimmt auf die Bedürfnisse deiner Haut,"
                        OMBIA MED Fußbalsam 150 ml
                    ","
				€ 1,85
			"
"Je 50-ml-PackungLACURA: Bestes für jeden Hauttyp. Wertvolle Inhaltsstoffe liefern intensive Feuchtigkeit und Schutz vor Umwelteinflüssen für einen strahlenden TeintNachtcreme:
	Tagescreme:
	","
                        LACURA Anti-Aging-Gesichtscreme 50 ml
                    ","
				€ 1,95
			"
"Je 100-ml-FlascheRezeptur ohne Mikroplastik²VeganLACURA: Bestes für jeden Hauttyp. Wertvolle Inhaltsstoffe liefern intensive Feuchtigkeit und Schutz vor Umwelteinflüssen für einen strahlenden TeintVersch. Sorten:
	","
                        LACURA Gesichtsreinigung 100 ml
                    ","
				€ 0,95
			"
"Verschiedene Sorten:Intensiver FruchtgeschmackVielseitig in der Küche verwendbar für Salatdressings, Suppen, Soßen und SüßspeisenAuch köstlich in ErfrischungsgetränkenIn Bio-QualitätSehr ergiebig200-ml-Flasche","
                        GUT bio Citrovin 200 ml
                    ","
				€ 0,49
			"
"Je 200-g-PackungVersch. Sorten:
	","
                        WONNEMEYER Feinkostsalat 200 g
                    ","
				€ 1,29
			"
"Je 150-g-PackungGUT BIO: Bio-Vielfalt, die ständig wächst: Unsere Marke für beste Bio-Qualität aus kontrolliert ökologischer Erzeugung. Mit über 450 Bio-Produkten im Jahr, Tendenz steigendVersch. Sorten:
	","
                        GUT BIO Bio-Knusperknäcke-Snack 150 g
                    ","
				€ 1,89
			"
"Je 200-ml-GlasGOURMET FINEST CUISINE: Unsere Marke für festliche Köstlichkeiten und besondere Spezialitäten in herausragender Qualität. Unser Saison-Genuss, ab sofort wieder in deiner FilialeVersch. Sorten:
	","
                        GOURMET FINEST CUISINE Feinschmeckermayo 200 ml
                    ","
				€ 1,29
			"
"Je 250-ml-FlascheMit Aceto Balsamico di Modena IGPGOURMET FINEST CUISINE: Unsere Marke für festliche Köstlichkeiten und besondere Spezialitäten in herausragender Qualität. Unser Saison-Genuss, ab sofort wieder in deiner FilialeVersch. Sorten:
	","
                        GOURMET FINEST CUISINE Balsamico Creme 250 ml
                    ","
				€ 1,99
			"
Je 600-g-Packung,"
                        GOURMET FINEST CUISINE Herzogin-Kartoffeln 600 g
                    ","
				€ 0,99
			"
Je 190-g-Packung,"
                        MEIN VEGGIE TAG Veggie Snack & Dip 190 g
                    ","
				€ 1,99
			"
"Je 400-g-GlasGOURMET FINEST CUISINE: Unsere Marke für festliche Köstlichkeiten und besondere Spezialitäten in herausragender Qualität. Unser Saison-Genuss, ab sofort wieder in deiner FilialeVersch. Sorten:
	","
                        GOURMET FINEST CUISINE Preiselbeer-Variation 400 g
                    ","
				€ 1,49
			"
"Je 190-g-GlasGOURMET FINEST CUISINE: Unsere Marke für festliche Köstlichkeiten und besondere Spezialitäten in herausragender Qualität. Unser Saison-Genuss, ab sofort wieder in deiner FilialeVersch. Sorten:
	","
                        GOURMET FINEST CUISINE Pesto 190 g
                    ","
				€ 1,49
			"
"Je 550-g-GlasAbtropfgewicht 330 gHalbe FrüchteGOURMET FINEST CUISINE: Unsere Marke für festliche Köstlichkeiten und besondere Spezialitäten in herausragender Qualität. Unser Saison-Genuss, ab sofort wieder in deiner FilialeVersch. Sorten:
	","
                        GOURMET FINEST CUISINE Pfirsiche oder Birnen 550 g
                    ","
				€ 1,69
			"
"Je 40-g-GlasGOURMET FINEST CUISINE: Unsere Marke für festliche Köstlichkeiten und besondere Spezialitäten in herausragender Qualität. Unser Saison-Genuss, ab sofort wieder in deiner FilialePerfekt zu Pasta oder Risotto mit kräftig nussigem Aroma","
                        GOURMET FINEST CUISINE Trüffel 40 g
                    ","
				€ 3,99
			"
"Je 360-g-GlasGOURMET FINEST CUISINE: Unsere Marke für festliche Köstlichkeiten und besondere Spezialitäten in herausragender Qualität. Unser Saison-Genuss, ab sofort wieder in deiner FilialeVersch. Sorten:
	","
                        GOURMET FINEST CUISINE Tomatensauce 370 ml
                    ","
				€ 1,39
			"
"Je 370-g-GlasGOURMET FINEST CUISINE: Unsere Marke für festliche Köstlichkeiten und besondere Spezialitäten in herausragender Qualität. Unser Saison-Genuss, ab sofort wieder in deiner Filiale","
                        GOURMET FINEST CUISINE Preiselbeer-Variation 370 g
                    ","
				€ 1,49
			"
"Je 130-g-GlasEnthält AlkoholGOURMET FINEST CUISINE: Unsere Marke für festliche Köstlichkeiten und besondere Spezialitäten in herausragender Qualität. Unser Saison-Genuss, ab sofort wieder in deiner FilialeVersch. Sorten:
	","
                        GOURMET FINEST CUISINE Leber-Pâté 130 g
                    ","
				€ 1,79
			"
Je 300-g-Packung,"
                        ALL SEASONS Gemüsemischung 300 g
                    ","
				€ 1,49
			"
"Je 190-g-GlasGOURMET FINEST CUISINE: Unsere Marke für festliche Köstlichkeiten und besondere Spezialitäten in herausragender Qualität. Unser Saison-Genuss, ab sofort wieder in deiner Filiale","
                        GOURMET FINEST CUISINE Chutney 190 g
                    ","
				€ 0,99
			"
Je 372-g-Packung6 StückIn wiederverschließbarer Packung,"
                        GOLDÄHREN Wraps Weizen 372 g
                    ","
				€ 0,99
			"
Je 450-g-Packung,"
                        ALL SEASONS Gemüsemischung 450 g
                    ","
				€ 1,49
			"
Je 820-g-DoseAbtropfgewicht 480 gLeicht gezuckert,"
                        SWEET VALLEY Pfirsiche 480 g
                    ","
				€ 1,69
			"
"Je 710-g-PackungNutri Score A, Infos zum Nutri-Score findest du ","
                        SWEET VALLEY Apfelmus 710 g
                    ","
				€ 0,59
			"
Je 250-g-Packung12 Stück,"
                        MEINE KUCHENWELT Frischei-Waffeln 250 g
                    ","
				€ 0,89
			"
Je 200-g-Packung4 Stück zum AufbackenMit 17% Butter,"
                        MEINE KUCHENWELT Butter-Croissants 200 g
                    ","
				€ 0,99
			"
Je 372-g-Packung6 StückIn wiederverschließbarer Packung,"
                        GOLDÄHREN Wraps 372 g
                    ","
				€ 0,99
			"
Je 750-g-Packung,"
                        KNUSPERONE Müsli, Knusper 750 g
                    ","
				€ 1,79
			"
"Je 65-g-PackungGUT BIO: Bio-Vielfalt, die ständig wächst: Unsere Marke für beste Bio-Qualität aus kontrolliert ökologischer Erzeugung. Mit über 450 Bio-Produkten im Jahr, Tendenz steigend","
                        GUT BIO Bio-Gewürzspezialitäten 65 g
                    ","
				€ 2,59
			"
"Je 60-g-PackungGUT BIO: Bio-Vielfalt, die ständig wächst: Unsere Marke für beste Bio-Qualität aus kontrolliert ökologischer Erzeugung. Mit über 450 Bio-Produkten im Jahr, Tendenz steigend","
                        GUT BIO Bio-Gewürzspezialität Zimt 60 g
                    ","
				€ 2,59
			"
"Je 50-g-PackungGUT BIO: Bio-Vielfalt, die ständig wächst: Unsere Marke für beste Bio-Qualität aus kontrolliert ökologischer Erzeugung. Mit über 450 Bio-Produkten im Jahr, Tendenz steigend","
                        GUT BIO Bio-Gewürzspezialität Ingwer gemahlen 50 g
                    ","
				€ 2,59
			"
"Je 250-g-PackungGOURMET FINEST CUISINE: Unsere Marke für festliche Köstlichkeiten und besondere Spezialitäten in herausragender Qualität. Unser Saison-Genuss, ab sofort wieder in deiner FilialeVersch. Sorten:
	","
                        GOURMET FINEST CUISINE Eierteigwaren 250 g
                    ","
				€ 1,59
			"
"Je 300-g-PackungVersch. Sorten:
	","
                        GUT BIO Bio Obst-Sortiment 300 g
                    ","
				€ 2,19
			"
Je 240-g-PackungJe 4 StückMit bunten Kakaolinsen,"
                        Meine Kuchenwelt Cupcakes 240 g
                    ","
				€ 1,49
			"
"Je 1-kg-PackungGOURMET FINEST CUISINE: Unsere Marke für festliche Köstlichkeiten und besondere Spezialitäten in herausragender Qualität. Unser Saison-Genuss, ab sofort wieder in deiner Filiale","
                        GOURMET FINEST CUISINE Langkorn- & Wildreis 1 kg
                    ","
				€ 2,79
			"
"Je 500-g-PackungVersch. Sorten:
	","
                        GUT bio Bio-Teigwaren 500 g
                    ","
				€ 2,19
			"
"Je 250-g-PackungGOURMET FINEST CUISINE: Unsere Marke für festliche Köstlichkeiten und besondere Spezialitäten in herausragender Qualität. Unser Saison-Genuss, ab sofort wieder in deiner FilialeVersch. Sorten:
	","
                        GOURMET FINEST CUISINE Salami 250 g
                    ","
				€ 3,29
			"
Je 250-g-Glas,"
                        MAMIA BIO Bio-Kartoffel-Eintopf 250 g
                    ","
				€ 0,95
			"
"Je 350-g-GlasAbtropfgewicht 220 gGOURMET FINEST CUISINE: Unsere Marke für festliche Köstlichkeiten und besondere Spezialitäten in herausragender Qualität. Unser Saison-Genuss, ab sofort wieder in deiner Filiale","
                        GOURMET FINEST CUISINE Mango 350 g
                    ","
				€ 1,39
			"
"Je 320-g-PackungJe 2 BurgerVersch. Sorten:
	","
                        Burger 320 g
                    ","
				€ 1,99
			"
Je 250-g-PackungFeiner PuderzuckerZum Backen und Dekorieren,"
                        DIAMANT Puderzucker 250 g
                    ","
				€ 0,29
			"
"Feiner HaushaltszuckerZum Süßen, Kochen und Backen1.000-g-Packung","
                        Diamant Raffinade Zucker Feine Körnung 1000g
                    ","
				€ 0,79
			"
Je 220-g-GlasFür die Kleinsten und exklusiv bei ALDI SÜD:,"
                        MAMIA BIO Kartoffeln-Gemüse mit Bio-Rind 220 g
                    ","
				€ 0,85
			"
Je 36er-Packung,"
                        MAMIA Windeln Gr. 5, 36er-Packung
                    ","
				€ 5,25
			"
Je 42er-Packung,"
                        MAMIA Windeln Gr. 4, 42er-Packung
                    ","
				€ 5,25
			"
Je 42er-Packung,"
                        MAMIA Windeln Gr. 2 (mini), 42er-Packung
                    ","
				€ 4,25
			"
Je 46er-Packung,"
                        MAMIA Windeln Gr. 3, 46er-Packung
                    ","
				€ 5,25
			"
Je 190-g-GlasFür die Kleinsten und exklusiv bei ALDI SÜD:,"
                        MAMIA BIO Buntes Bio-Gemüse mit Süßkartoffeln 190 g
                    ","
				€ 0,75
			"
Je 250-g-Glas,"
                        MAMIA BIO Gemüserisotto mit Bio-Pute 250 g
                    ","
				€ 0,95
			"
Je 190-g-GlasFür die Kleinsten und exklusiv bei ALDI SÜD:,"
                        MAMIA BIO Bio-Abend-Grießbrei 190 g
                    ","
				€ 0,75
			"
Je 125-g-PackungAuf die speziellen Bedürfnisse von Kleinkindern abgestimmtIdealer Snack für zwischendurchZutaten aus kontrolliert biologischer LandwirtschaftAb 1 Jahr,"
                        MAMIA BIO Bio-Baby-Keks 125 g
                    ","
				€ 0,95
			"
Je 190-g-Glas,"
                        MAMIA BIO Gemüse-Nudeln mit Bio-Pute 190 g
                    ","
				€ 0,75
			"
"Je 30-g-PackungAb 8. MonatFür die Kleinsten und exklusiv bei ALDI SÜD: MAMIA BIO, die Babynahrung in kontrollierter Bio-Qualität. Für eine ausgewogene Ernährung deines Kindes. Mit besten natürlichen Zutaten und in altersgerechter VielfaltVersch. Sorten:
	","
                        MAMIA BIO Bio-Reiswaffeln 30 g
                    ","
				€ 0,55
			"
Je 220-g-GlasFür die Kleinsten und exklusiv bei ALDI SÜD:,"
                        MAMIA BIO Karotten in Rahmsauce mit Bio-Pute 220 g
                    ","
				€ 0,85
			"
Je 190-g-Glas,"
                        MAMIA BIO Feiner Obstbrei mit Vollkorn 190 g
                    ","
				€ 0,65
			"
Je 190-g-Glas,"
                        MAMIA BIO Bio Apfel pur 190 g
                    ","
				€ 0,65
			"
Je 190-g-Glas,"
                        MAMIA BIO Bio Apfel-Banane 190 g
                    ","
				€ 0,65
			"
Je 220-g-GlasFür die Kleinsten und exklusiv bei ALDI SÜD:,"
                        MAMIA BIO Bio-Spaghetti mit Tomate und Mozzarella 220 g
                    ","
				€ 0,85
			"
50 % kalorienreduziert gegenüber anderen Zitronen-TeegetränkenIdeal für FigurbewussteMit intensivem ZitronengeschmackKalt und heiß ein echter HochgenussAuch mit Eiswürfeln leckerIn Deutschland hergestellt400-g-Dose,"
                        Zitronen Teegetränk 50% kalorienreduzierung 400 g
                    ","
				€ 1,59
			"
Je 200-g-GlasVollmundiger GeschmackFür die schnelle Tasse Kaffee zwischendurch,"
                        AMAROY Express Kaffee Classic volles Aroma 200 g
                    ","
				€ 3,49
			"
Je 200-g-GlasFür Kaffeegenuss zu jeder ZeitFein-aromatisch am Gaumen,"
                        AMAROY Express Kaffee Classic mildes Aroma 200 g
                    ","
				€ 3,49
			"
Für den unbeschwerten KaffeegenussSchnell zubereitetAus 100 % Arabica-Bohnen100-g-Glas,"
                        AMAROY Express Kaffee Entkoffeiniert 100g
                    ","
				€ 2,49
			"
"UVP 1.99 €, –35 % im Preis reduziertJe 60-g-Packung20 BeutelVersch. Sorten:
	","
                        TEEKANNE Früchtetee 60 g
                    ","
				€ 1,29
			"
"UVP 1.99 €, –35 % im Preis reduziertJe 45-g-Packung20 BeutelAromatisierter Früchtetee mit Holunderblüten- und Limetten-Aroma","
                        TEEKANNE Früchtetee 45 g
                    ","
				€ 1,29
			"
"UVP 1.99 €, –35 % im Preis reduziertJe 55-g-Packung20 BeutelAromatisierter Früchtetee mit Granatapfel und Brombeer-Aroma","
                        TEEKANNE Früchtetee 55 g
                    ","
				€ 1,29
			"
"Je Packung Je 10 Kapseln à 5,5 g0,15 €/TasseNespresso®-kompatibelHochwertige Aluminium Kapsel","
                        AMAROY Aluminium Kaffeekapseln Espresse Speciale 55 g
                    ","
				€ 1,49
			"
"Je 500-g-PackungGroßpackungVersch. Sorten:
	","
                        AMAROY Family Cappuccino 500 g
                    ","
				€ 2,39
			"
"Je 104-g-Packung20 Kapseln à 5,2 gFür NESPRESSO'-Kapselmaschinen geeignetVersch. Sorten:
	","
                        JACOBS® Kaffeekapseln 104 g
                    ","
				€ 3,99
			"
"Je PackungJe 10 Kapseln à 5,5 g0,15 €/TasseNespresso®-kompatibelHochwertige Aluminium Kapsel","
                        AMAROY Aluminium Kaffeekapseln Espresso Ristretto 55 g
                    ","
				€ 1,49
			"
"Je 250-ml-BecherKlimaneutrales ProduktMit Rainforest Alliance-zertifiziertem KaffeeMILSANI: Die große Milch-Vielfalt für jeden Geschmack findest du täglich in unserem Sortiment. Ob Milch, Joghurt, Quark oder Schlagsahne: MILSANI hat, was dein Herz begehrtVersch. Sorten:
	","
                        MILSANI Kaffeedrink 250 ml
                    ","
				€ 0,49
			"
